Dist,L,λ/steps,Noise,Shots,Backend,Fidelity,TVD,TVD±1σ,JSD
EXP,4,0.7000000000000001,high,4096,ibm_mumbai,0.97563772466137,0.040416745993306205,0.0404±0.0065,0.009780258610548976
EXP,4,0.8,high,4096,ibm_mumbai,0.9724329340188393,0.04929426621290942,0.0493±0.0064,0.01094322764091147
EXP,4,0.9,high,4096,ibm_mumbai,0.9693724729816717,0.05123254018506493,0.0512±0.0062,0.012024243296508846
EXP,4,1.0,high,4096,ibm_mumbai,0.9658839138461979,0.05442812988169318,0.0544±0.0060,0.013345404769748295
EXP,4,0.1,low,8192,ibm_mumbai,0.9988056340301948,0.025645519756715612,0.0256±0.0054,0.0005970405510584422
EXP,4,0.2,low,8192,ibm_mumbai,0.9970346021099854,0.036956994912000996,0.0370±0.0053,0.0014791519460421582
EXP,4,0.30000000000000004,low,8192,ibm_mumbai,0.9931552640076101,0.03863979344351154,0.0386±0.0051,0.0033437117181492034
EXP,4,0.4,low,8192,ibm_mumbai,0.9883459553325674,0.04113984912302561,0.0411±0.0050,0.005414868851311678
EXP,4,0.5,low,8192,ibm_mumbai,0.9830104562126899,0.04477910995064152,0.0448±0.0049,0.007445375443580889
EXP,4,0.6,low,8192,ibm_mumbai,0.9791973577325862,0.04365297026182432,0.0437±0.0048,0.008711919683749694
EXP,4,0.7000000000000001,low,8192,ibm_mumbai,0.974077396400787,0.053208651432584686,0.0532±0.0046,0.010699665121755745
EXP,4,0.8,low,8192,ibm_mumbai,0.9705676917540469,0.05338150411316911,0.0534±0.0045,0.011906847322055754
EXP,4,0.9,low,8192,ibm_mumbai,0.9680063966726206,0.04949370818037582,0.0495±0.0044,0.012711435136839531
EXP,4,1.0,low,8192,ibm_mumbai,0.964646389282181,0.057268959476908445,0.0573±0.0043,0.013867988866272761
EXP,4,0.1,medium,8192,ibm_mumbai,0.9991415818609582,0.019604412965397996,0.0196±0.0054,0.00042900446091849855
EXP,4,0.2,medium,8192,ibm_mumbai,0.9970346021099854,0.036956994912000996,0.0370±0.0053,0.0014791519460421582
EXP,4,0.30000000000000004,medium,8192,ibm_mumbai,0.994465675060101,0.03255929200168396,0.0326±0.0051,0.002702737842643993
EXP,4,0.4,medium,8192,ibm_mumbai,0.9877121521583264,0.04325404712233863,0.0433±0.0050,0.005753369104719613
EXP,4,0.5,medium,8192,ibm_mumbai,0.9830104562126899,0.04477910995064152,0.0448±0.0049,0.007445375443580889
EXP,4,0.6,medium,8192,ibm_mumbai,0.9777435367195038,0.04783201886470157,0.0478±0.0048,0.009388318186525142
EXP,4,0.7000000000000001,medium,8192,ibm_mumbai,0.9737079615691443,0.052964510807584686,0.0530±0.0046,0.010853052663778534
EXP,4,0.8,medium,8192,ibm_mumbai,0.970822369098289,0.05252701192566911,0.0525±0.0045,0.011783408425954614
EXP,4,0.9,medium,8192,ibm_mumbai,0.9680063966726206,0.04949370818037582,0.0495±0.0044,0.012711435136839531
EXP,4,1.0,medium,8192,ibm_mumbai,0.9645860285726372,0.053629560768469045,0.0536±0.0043,0.013916448162976542
EXP,4,0.1,high,8192,ibm_mumbai,0.9988056340301948,0.025645519756715612,0.0256±0.0054,0.0005970405510584422
EXP,4,0.2,high,8192,ibm_mumbai,0.9977736878621134,0.02938952154777734,0.0294±0.0053,0.0011105126398345472
EXP,4,0.30000000000000004,high,8192,ibm_mumbai,0.9940999965497133,0.0309036248592253,0.0309±0.0051,0.002878018907822334
EXP,4,0.4,high,8192,ibm_mumbai,0.9882718641214715,0.039690528459347924,0.0397±0.0050,0.005483167960625351
EXP,4,0.5,high,8192,ibm_mumbai,0.9830104562126899,0.04477910995064152,0.0448±0.0049,0.007445375443580889
EXP,4,0.6,high,8192,ibm_mumbai,0.9791973577325862,0.04365297026182432,0.0437±0.0048,0.008711919683749694
EXP,4,0.7000000000000001,high,8192,ibm_mumbai,0.973979882066552,0.045297017805975476,0.0453±0.0046,0.010694330493201804
EXP,4,0.8,high,8192,ibm_mumbai,0.970822369098289,0.05252701192566911,0.0525±0.0045,0.011783408425954614
EXP,4,0.9,high,8192,ibm_mumbai,0.9680063966726206,0.04949370818037582,0.0495±0.0044,0.012711435136839531
EXP,4,1.0,high,8192,ibm_mumbai,0.9645860285726372,0.053629560768469045,0.0536±0.0043,0.013916448162976542
EXP,4,0.1,low,4096,ibm_toronto,0.9983293326424147,0.029393381623983195,0.0294±0.0076,0.0008348772518959993
EXP,4,0.2,low,4096,ibm_toronto,0.9963667545560496,0.02857844019631756,0.0286±0.0074,0.0016700082359539649
EXP,4,0.30000000000000004,low,4096,ibm_toronto,0.9946502458720953,0.03308115052090889,0.0331±0.0072,0.002588767577827162
